WYETPUS,198313,2.668,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198413,6.49,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198513,5.762,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198613,4.189,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198713,3.541,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198813,0.871,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,198913,2112.043,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199013,2788.6,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199113,2950.951,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199213,2887.523,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199313,3005.827,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199413,3447.109,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199513,3164.253,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199613,3234.069,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199713,3288.035,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199813,3025.696,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,199913,4487.998,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200013,5593.261,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200113,6737.331,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200213,10354.28,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200313,11187.466,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200413,14143.741,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200513,17810.549,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200613,26589.137,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200713,34449.927,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200813,55363.1,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,200913,73886.132,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201013,94652.246,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201113,120176.599,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201213,140821.703,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201313,167839.745,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201413,181655.282,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201513,190718.548,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201613,226992.562,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201713,254302.695,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201813,272667.454,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,201913,295882.484,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,202013,337938.049,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,202113,378196.775,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
WYETPUS,202213,434811.649,12,Electricity Net Generation From Wind, All Sectors,Million Kilowatthours
